job_id,energy_qpu_kwh,energy_cpu_kwh,energy_total_kwh,cost_energy_total,phi_qpu,phi_cpu,qpu_time_s,cpu_time_s,qpu_wait_s,cpu_wait_s,wait_total_s,qpu_turn_s,cpu_turn_s,turn_total_s,job_turnaround_s
0,0.0,0.0029,0.0029,0.0005,0.0,1.0,0.0,3.9393,0.0,0.0,0.0,0.0,3.9393000000000002,3.9393000000000002,3.9425
1,0.0,0.0031,0.0031,0.0006,0.0,1.0,0.0,3.9216,0.0,0.0,0.0,0.0,3.9216,3.9216,3.9244
2,0.0,0.003,0.003,0.0005,0.0,1.0,0.0,3.814,0.0,0.0,0.0,0.0,3.814,3.814,3.8186
3,0.0,0.0024,0.0024,0.0004,0.0,1.0,0.0,3.6669,0.0,0.0,0.0,0.0,3.6669,3.6669,3.6625
4,0.0,0.0023,0.0023,0.0004,0.0,1.0,0.0,3.6285,0.0,0.0,0.0,0.0,3.6285,3.6285,3.6288
5,0.0,0.0026,0.0026,0.0005,0.0,1.0,0.0,3.9376,0.0,0.0,0.0,0.0,3.9375999999999998,3.9375999999999998,3.9344
6,0.0,0.0033,0.0033,0.0006,0.0,1.0,0.0,3.5292,0.0,0.0,0.0,0.0,3.5292000000000003,3.5292000000000003,3.5338
7,0.0,0.0035,0.0035,0.0006,0.0,1.0,0.0,3.6691,0.0,0.0,0.0,0.0,3.6691000000000003,3.6691000000000003,3.6679
8,0.0,0.0021,0.0021,0.0004,0.0,1.0,0.0,2.9661,0.0,0.0,0.0,0.0,2.9660999999999995,2.9660999999999995,2.9621
9,0.0,0.0029,0.0029,0.0005,0.0,1.0,0.0,3.3831,0.0,0.0,0.0,0.0,3.3830999999999998,3.3830999999999998,3.3827
10,0.0,0.0025,0.0025,0.0004,0.0,1.0,0.0,4.273,0.0,0.0,0.0,0.0,4.273000000000001,4.273000000000001,4.2707
11,0.0,0.0032,0.0032,0.0006,0.0,1.0,0.0,4.0765,0.0,0.0,0.0,0.0,4.0765,4.0765,4.0757
12,0.0,0.0023,0.0023,0.0004,0.0,1.0,0.0,4.0224,0.0,0.0,0.0,0.0,4.0224,4.0224,4.0271
13,0.0,0.0027,0.0027,0.0005,0.0,1.0,0.0,3.666,0.0,0.0,0.0,0.0,3.666,3.666,3.6611
14,0.0,0.0025,0.0025,0.0004,0.0,1.0,0.0,3.3992,0.0,0.0,0.0,0.0,3.3992000000000004,3.3992000000000004,3.3944
15,0.0,0.0031,0.0031,0.0006,0.0,1.0,0.0,3.7395,0.0,0.0,0.0,0.0,3.7395,3.7395,3.7423
16,0.0,0.003,0.003,0.0005,0.0,1.0,0.0,3.724,0.0,0.0,0.0,0.0,3.7239999999999998,3.7239999999999998,3.7217
17,0.0,0.0018,0.0018,0.0003,0.0,1.0,0.0,3.5422,0.0,0.0,0.0,0.0,3.5422,3.5422,3.5406
18,0.0,0.0029,0.0029,0.0005,0.0,1.0,0.0,4.0055,0.0,0.0,0.0,0.0,4.0055000000000005,4.0055000000000005,4.008
19,0.0,0.0033,0.0033,0.0006,0.0,1.0,0.0,3.8426,0.0,0.0,0.0,0.0,3.8426,3.8426,3.8402
20,0.0,0.0033,0.0033,0.0006,0.0,1.0,0.0,4.2209,0.0,0.0,0.0,0.0,4.2209,4.2209,4.219
21,0.0,0.0024,0.0024,0.0004,0.0,1.0,0.0,3.6945,0.0,0.0,0.0,0.0,3.6945,3.6945,3.6971
22,0.0,0.0026,0.0026,0.0005,0.0,1.0,0.0,3.7265,0.0,0.0,0.0,0.0,3.7264999999999997,3.7264999999999997,3.7291
23,0.0,0.002,0.002,0.0004,0.0,1.0,0.0,3.3601,0.0,0.0,0.0,0.0,3.3601,3.3601,3.3587
24,0.0,0.0023,0.0023,0.0004,0.0,1.0,0.0,3.7324,0.0,0.0,0.0,0.0,3.7324,3.7324,3.7314
25,0.0,0.0028,0.0028,0.0005,0.0,1.0,0.0,4.0062,0.0,0.0,0.0,0.0,4.0062,4.0062,4.0088
26,0.0,0.0021,0.0021,0.0004,0.0,1.0,0.0,3.2573,0.0,0.0,0.0,0.0,3.2573,3.2573,3.2545
27,0.0,0.0025,0.0025,0.0004,0.0,1.0,0.0,4.0872,0.0,0.0,0.0,0.0,4.0872,4.0872,4.0891
28,0.0,0.0036,0.0036,0.0006,0.0,1.0,0.0,3.4702,0.0,0.0,0.0,0.0,3.4702,3.4702,3.4675
29,0.0,0.0025,0.0025,0.0005,0.0,1.0,0.0,3.7593,0.0,0.0,0.0,0.0,3.7592999999999996,3.7592999999999996,3.7576
30,0.0,0.0024,0.0024,0.0004,0.0,1.0,0.0,3.7583,0.0,0.0,0.0,0.0,3.7583,3.7583,3.7622
31,0.0,0.0026,0.0026,0.0005,0.0,1.0,0.0,3.5662,0.0,0.0,0.0,0.0,3.5662000000000003,3.5662000000000003,3.5627
32,0.0,0.0026,0.0026,0.0005,0.0,1.0,0.0,4.3481,0.0,0.0,0.0,0.0,4.3481000000000005,4.3481000000000005,4.3447
33,0.0,0.0034,0.0034,0.0006,0.0,1.0,0.0,3.8814,0.0,0.0,0.0,0.0,3.8814,3.8814,3.8794
34,0.0,0.0024,0.0024,0.0004,0.0,1.0,0.0,3.6345,0.0,0.0,0.0,0.0,3.6345,3.6345,3.637
35,0.0,0.0023,0.0023,0.0004,0.0,1.0,0.0,3.7231,0.0,0.0,0.0,0.0,3.7231,3.7231,3.7281
36,0.0,0.0023,0.0023,0.0004,0.0,1.0,0.0,3.5399,0.0,0.0,0.0,0.0,3.5399,3.5399,3.541
37,0.0,0.003,0.003,0.0005,0.0,1.0,0.0,4.074,0.0,0.0,0.0,0.0,4.074,4.074,4.0722
38,0.0,0.0022,0.0022,0.0004,0.0,1.0,0.0,3.556,0.0,0.0,0.0,0.0,3.556,3.556,3.5587
39,0.0,0.0026,0.0026,0.0005,0.0,1.0,0.0,3.6419,0.0,0.0,0.0,0.0,3.6418999999999997,3.6418999999999997,3.6464
40,0.0,0.0029,0.0029,0.0005,0.0,1.0,0.0,3.9212,0.0,0.0,0.0,0.0,3.9212000000000002,3.9212000000000002,3.9241
41,0.0,0.0026,0.0026,0.0005,0.0,1.0,0.0,3.9658,0.0,0.0,0.0,0.0,3.9657999999999998,3.9657999999999998,3.9661
42,0.0,0.003,0.003,0.0005,0.0,1.0,0.0,3.9119,0.0,0.0,0.0,0.0,3.9119,3.9119,3.9089
43,0.0,0.0034,0.0034,0.0006,0.0,1.0,0.0,4.1613,0.0,0.0,0.0,0.0,4.161300000000001,4.161300000000001,4.1591
44,0.0,0.0026,0.0026,0.0005,0.0,1.0,0.0,4.1039,0.0,0.0,0.0,0.0,4.1039,4.1039,4.1066
45,0.0,0.0025,0.0025,0.0005,0.0,1.0,0.0,3.4008,0.0,0.0,0.0,0.0,3.4008000000000003,3.4008000000000003,3.4045
46,0.0,0.0029,0.0029,0.0005,0.0,1.0,0.0,3.9092,0.0,0.0,0.0,0.0,3.9092000000000002,3.9092000000000002,3.9054
47,0.0,0.0034,0.0034,0.0006,0.0,1.0,0.0,3.6099,0.0,0.0,0.0,0.0,3.6099,3.6099,3.6101
48,0.0,0.0027,0.0027,0.0005,0.0,1.0,0.0,3.8795,0.0,0.0,0.0,0.0,3.8794999999999997,3.8794999999999997,3.8786
49,0.0,0.0022,0.0022,0.0004,0.0,1.0,0.0,3.5142,0.0,0.0,0.0,0.0,3.5141999999999998,3.5141999999999998,3.5169
50,0.0,0.0022,0.0022,0.0004,0.0,1.0,0.0,3.6442,0.0,0.0,0.0,0.0,3.6442,3.6442,3.6482
51,0.0,0.0025,0.0025,0.0004,0.0,1.0,0.0,3.408,0.0,0.0,0.0,0.0,3.4080000000000004,3.4080000000000004,3.4056
52,0.0,0.0029,0.0029,0.0005,0.0,1.0,0.0,3.2892,0.0,0.0,0.0,0.0,3.2892,3.2892,3.2905
53,0.0,0.0025,0.0025,0.0004,0.0,1.0,0.0,3.403,0.0,0.0,0.0,0.0,3.4029999999999996,3.4029999999999996,3.407
54,0.0,0.0021,0.0021,0.0004,0.0,1.0,0.0,3.4078,0.0,0.0,0.0,0.0,3.4078000000000004,3.4078000000000004,3.4119
55,0.0,0.0023,0.0023,0.0004,0.0,1.0,0.0,3.8565,0.0,0.0,0.0,0.0,3.8565,3.8565,3.8568
56,0.0,0.003,0.003,0.0005,0.0,1.0,0.0,3.9964,0.0,0.0,0.0,0.0,3.9964,3.9964,3.9918
57,0.0,0.0021,0.0021,0.0004,0.0,1.0,0.0,2.9823,0.0,0.0,0.0,0.0,2.9823,2.9823,2.981
58,0.0,0.0037,0.0037,0.0007,0.0,1.0,0.0,4.435,0.0,0.0,0.0,0.0,4.435,4.435,4.4338
59,0.0,0.0029,0.0029,0.0005,0.0,1.0,0.0,3.5944,0.0,0.0,0.0,0.0,3.5944,3.5944,3.5917
60,0.0,0.0032,0.0032,0.0006,0.0,1.0,0.0,4.0268,0.0,0.0,0.0,0.0,4.0268,4.0268,4.0285
61,0.0,0.0037,0.0037,0.0007,0.0,1.0,0.0,3.898,0.0,0.0,0.0,0.0,3.898,3.898,3.896
62,0.0,0.0026,0.0026,0.0005,0.0,1.0,0.0,4.08,0.0,0.0,0.0,0.0,4.08,4.08,4.0833
63,0.0,0.0024,0.0024,0.0004,0.0,1.0,0.0,3.391,0.0,0.0,0.0,0.0,3.391,3.391,3.3933
64,0.0,0.0027,0.0027,0.0005,0.0,1.0,0.0,3.9393,0.0,0.0,0.0,0.0,3.9393,3.9393,3.9438
65,0.0,0.003,0.003,0.0005,0.0,1.0,0.0,3.7693,0.0,0.0,0.0,0.0,3.7693,3.7693,3.7684
66,0.0,0.0018,0.0018,0.0003,0.0,1.0,0.0,3.1638,0.0,0.0,0.0,0.0,3.1637999999999997,3.1637999999999997,3.1633
67,0.0,0.0022,0.0022,0.0004,0.0,1.0,0.0,3.5625,0.0,0.0,0.0,0.0,3.5625,3.5625,3.5639
68,0.0,0.003,0.003,0.0005,0.0,1.0,0.0,3.8077,0.0,0.0,0.0,0.0,3.8077,3.8077,3.8037
69,0.0,0.0034,0.0034,0.0006,0.0,1.0,0.0,4.0501,0.0,0.0,0.0,0.0,4.0501000000000005,4.0501000000000005,4.0535
70,0.0,0.0028,0.0028,0.0005,0.0,1.0,0.0,3.8119,0.0,0.0,0.0,0.0,3.8119000000000005,3.8119000000000005,3.8088
71,0.0,0.0026,0.0026,0.0005,0.0,1.0,0.0,4.4008,0.0,0.0,0.0,0.0,4.4008,4.4008,4.4056
72,0.0,0.002,0.002,0.0004,0.0,1.0,0.0,3.3674,0.0,0.0,0.0,0.0,3.3674,3.3674,3.3625
73,0.0,0.0036,0.0036,0.0006,0.0,1.0,0.0,4.2457,0.0,0.0,0.0,0.0,4.2457,4.2457,4.2504
74,0.0,0.0021,0.0021,0.0004,0.0,1.0,0.0,2.8054,0.0,0.0,0.0,0.0,2.8054,2.8054,2.8103
75,0.0,0.0023,0.0023,0.0004,0.0,1.0,0.0,3.6491,0.0,0.0,0.0,0.0,3.6491000000000002,3.6491000000000002,3.6461
76,0.0,0.0024,0.0024,0.0004,0.0,1.0,0.0,3.6142,0.0,0.0,0.0,0.0,3.6142000000000003,3.6142000000000003,3.615
77,0.0,0.0026,0.0026,0.0005,0.0,1.0,0.0,3.9825,0.0,0.0,0.0,0.0,3.9825,3.9825,3.9856
78,0.0,0.0021,0.0021,0.0004,0.0,1.0,0.0,3.4367,0.0,0.0,0.0,0.0,3.4367,3.4367,3.4322
79,0.0,0.0036,0.0036,0.0007,0.0,1.0,0.0,3.6674,0.0,0.0,0.0,0.0,3.6674,3.6674,3.6689
80,0.0,0.0017,0.0017,0.0003,0.0,1.0,0.0,3.4106,0.0,0.0,0.0,0.0,3.4105999999999996,3.4105999999999996,3.4073
81,0.0,0.0027,0.0027,0.0005,0.0,1.0,0.0,4.3721,0.0,0.0,0.0,0.0,4.3721,4.3721,4.3742
82,0.0,0.0022,0.0022,0.0004,0.0,1.0,0.0,3.3694,0.0,0.0,0.0,0.0,3.3694000000000006,3.3694000000000006,3.3672
83,0.0,0.0021,0.0021,0.0004,0.0,1.0,0.0,3.2837,0.0,0.0,0.0,0.0,3.2837,3.2837,3.2804
84,0.0,0.0021,0.0021,0.0004,0.0,1.0,0.0,3.8178,0.0,0.0,0.0,0.0,3.8177999999999996,3.8177999999999996,3.8131
85,0.0,0.0033,0.0033,0.0006,0.0,1.0,0.0,3.6445,0.0,0.0,0.0,0.0,3.6445000000000003,3.6445000000000003,3.6489
86,0.0,0.0029,0.0029,0.0005,0.0,1.0,0.0,4.0636,0.0,0.0,0.0,0.0,4.0636,4.0636,4.0639
87,0.0,0.0023,0.0023,0.0004,0.0,1.0,0.0,3.4019,0.0,0.0,0.0,0.0,3.4018999999999995,3.4018999999999995,3.3982
88,0.0,0.0019,0.0019,0.0003,0.0,1.0,0.0,3.2354,0.0,0.0,0.0,0.0,3.2354000000000003,3.2354000000000003,3.2344
89,0.0,0.0034,0.0034,0.0006,0.0,1.0,0.0,4.1534,0.0,0.0,0.0,0.0,4.1534,4.1534,4.1544
90,0.0,0.003,0.003,0.0005,0.0,1.0,0.0,4.1531,0.0,0.0,0.0,0.0,4.1531,4.1531,4.1527
91,0.0,0.0032,0.0032,0.0006,0.0,1.0,0.0,3.8452,0.0,0.0,0.0,0.0,3.8452,3.8452,3.8483
92,0.0,0.003,0.003,0.0005,0.0,1.0,0.0,4.0816,0.0,0.0,0.0,0.0,4.0816,4.0816,4.0809
93,0.0,0.0033,0.0033,0.0006,0.0,1.0,0.0,3.745,0.0,0.0,0.0,0.0,3.7449999999999997,3.7449999999999997,3.7472
94,0.0,0.002,0.002,0.0004,0.0,1.0,0.0,3.4606,0.0,0.0,0.0,0.0,3.4606,3.4606,3.4631
95,0.0,0.0019,0.0019,0.0003,0.0,1.0,0.0,3.4302,0.0,0.0,0.0,0.0,3.4302,3.4302,3.4306
96,0.0,0.0019,0.0019,0.0003,0.0,1.0,0.0,3.3293,0.0,0.0,0.0,0.0,3.3293,3.3293,3.331
97,0.0,0.0022,0.0022,0.0004,0.0,1.0,0.0,3.8862,0.0,0.0,0.0,0.0,3.8862,3.8862,3.8836
98,0.0,0.0028,0.0028,0.0005,0.0,1.0,0.0,3.1948,0.0,0.0,0.0,0.0,3.1948000000000003,3.1948000000000003,3.1932
99,0.0,0.0025,0.0025,0.0005,0.0,1.0,0.0,3.2813,0.0,0.0,0.0,0.0,3.2813,3.2813,3.2824
100,0.0,0.0024,0.0024,0.0004,0.0,1.0,0.0,3.656,0.0,0.0,0.0,0.0,3.656,3.656,3.655
101,0.0,0.0023,0.0023,0.0004,0.0,1.0,0.0,3.9638,0.0,0.0,0.0,0.0,3.9638,3.9638,3.9623
102,0.0,0.0025,0.0025,0.0005,0.0,1.0,0.0,3.4363,0.0,0.0,0.0,0.0,3.4363,3.4363,3.4314
103,0.0,0.002,0.002,0.0004,0.0,1.0,0.0,3.359,0.0,0.0,0.0,0.0,3.359,3.359,3.3571
104,0.0,0.0026,0.0026,0.0005,0.0,1.0,0.0,3.5094,0.0,0.0,0.0,0.0,3.5094000000000003,3.5094000000000003,3.5121
105,0.0,0.0027,0.0027,0.0005,0.0,1.0,0.0,4.0904,0.0,0.0,0.0,0.0,4.0904,4.0904,4.0933
106,0.0,0.0029,0.0029,0.0005,0.0,1.0,0.0,4.0528,0.0,0.0,0.0,0.0,4.0528,4.0528,4.055
107,0.0,0.0025,0.0025,0.0005,0.0,1.0,0.0,4.33,0.0,0.0,0.0,0.0,4.33,4.33,4.331
108,0.0,0.0027,0.0027,0.0005,0.0,1.0,0.0,3.9147,0.0,0.0,0.0,0.0,3.9147,3.9147,3.9175
109,0.0,0.0027,0.0027,0.0005,0.0,1.0,0.0,4.3932,0.0,0.0,0.0,0.0,4.3932,4.3932,4.3948
110,0.0,0.0027,0.0027,0.0005,0.0,1.0,0.0,3.7481,0.0,0.0,0.0,0.0,3.7481,3.7481,3.7507
111,0.0,0.0025,0.0025,0.0005,0.0,1.0,0.0,3.5823,0.0,0.0,0.0,0.0,3.5823,3.5823,3.5799
112,0.0,0.0024,0.0024,0.0004,0.0,1.0,0.0,3.5977,0.0,0.0,0.0,0.0,3.5977,3.5977,3.5999
113,0.0,0.003,0.003,0.0005,0.0,1.0,0.0,3.4748,0.0,0.0,0.0,0.0,3.4748,3.4748,3.4733
114,0.0,0.0033,0.0033,0.0006,0.0,1.0,0.0,4.2326,0.0,0.0,0.0,0.0,4.2326,4.2326,4.2277
115,0.0,0.0021,0.0021,0.0004,0.0,1.0,0.0,2.8914,0.0,0.0,0.0,0.0,2.8914,2.8914,2.8906
116,0.0,0.0027,0.0027,0.0005,0.0,1.0,0.0,4.1496,0.0,0.0,0.0,0.0,4.1495999999999995,4.1495999999999995,4.1481
117,0.0,0.0023,0.0023,0.0004,0.0,1.0,0.0,3.5658,0.0,0.0,0.0,0.0,3.5658000000000003,3.5658000000000003,3.5681
118,0.0,0.0027,0.0027,0.0005,0.0,1.0,0.0,3.607,0.0,0.0,0.0,0.0,3.6069999999999998,3.6069999999999998,3.6099
119,0.0,0.0019,0.0019,0.0003,0.0,1.0,0.0,3.2441,0.0,0.0,0.0,0.0,3.2441,3.2441,3.2402
120,0.0,0.0027,0.0027,0.0005,0.0,1.0,0.0,4.1563,0.0,0.0,0.0,0.0,4.1563,4.1563,4.1553
121,0.0,0.0028,0.0028,0.0005,0.0,1.0,0.0,4.23,0.0,0.0,0.0,0.0,4.23,4.23,4.2299
122,0.0,0.0028,0.0028,0.0005,0.0,1.0,0.0,3.9348,0.0,0.0,0.0,0.0,3.9348,3.9348,3.9359
123,0.0,0.0029,0.0029,0.0005,0.0,1.0,0.0,3.6154,0.0,0.0,0.0,0.0,3.6154000000000006,3.6154000000000006,3.619
124,0.0,0.003,0.003,0.0005,0.0,1.0,0.0,4.3341,0.0,0.0,0.0,0.0,4.3341,4.3341,4.3382
125,0.0,0.0031,0.0031,0.0006,0.0,1.0,0.0,3.8716,0.0,0.0,0.0,0.0,3.8716,3.8716,3.8709
126,0.0,0.0022,0.0022,0.0004,0.0,1.0,0.0,3.4776,0.0,0.0,0.0,0.0,3.4776,3.4776,3.4796
127,0.0,0.0024,0.0024,0.0004,0.0,1.0,0.0,3.4408,0.0,0.0,0.0,0.0,3.4408,3.4408,3.4364
128,0.0,0.0022,0.0022,0.0004,0.0,1.0,0.0,3.6566,0.0,0.0,0.0,0.0,3.6566,3.6566,3.6597
129,0.0,0.0027,0.0027,0.0005,0.0,1.0,0.0,3.9216,0.0,0.0,0.0,0.0,3.9216,3.9216,3.9203
130,0.0,0.0027,0.0027,0.0005,0.0,1.0,0.0,3.6002,0.0,0.0,0.0,0.0,3.6001999999999996,3.6001999999999996,3.6032
131,0.0,0.0026,0.0026,0.0005,0.0,1.0,0.0,3.4975,0.0,0.0,0.0,0.0,3.4975,3.4975,3.4929
132,0.0,0.0017,0.0017,0.0003,0.0,1.0,0.0,3.3134,0.0,0.0,0.0,0.0,3.3133999999999997,3.3133999999999997,3.3087
133,0.0,0.0031,0.0031,0.0006,0.0,1.0,0.0,4.0756,0.0,0.0,0.0,0.0,4.0756,4.0756,4.0766
134,0.0,0.0019,0.0019,0.0003,0.0,1.0,0.0,3.4841,0.0,0.0,0.0,0.0,3.4840999999999998,3.4840999999999998,3.4888
135,0.0,0.0024,0.0024,0.0004,0.0,1.0,0.0,3.4756,0.0,0.0,0.0,0.0,3.4756,3.4756,3.4755
136,0.0,0.0035,0.0035,0.0006,0.0,1.0,0.0,4.2871,0.0,0.0,0.0,0.0,4.2871,4.2871,4.2875
137,0.0,0.0027,0.0027,0.0005,0.0,1.0,0.0,3.8743,0.0,0.0,0.0,0.0,3.8743,3.8743,3.8714
138,0.0,0.0026,0.0026,0.0005,0.0,1.0,0.0,3.4117,0.0,0.0,0.0,0.0,3.4117,3.4117,3.409
139,0.0,0.0025,0.0025,0.0005,0.0,1.0,0.0,3.5515,0.0,0.0,0.0,0.0,3.5515000000000003,3.5515000000000003,3.5537
140,0.0,0.0027,0.0027,0.0005,0.0,1.0,0.0,3.9815,0.0,0.0,0.0,0.0,3.9815,3.9815,3.9842
141,0.0,0.0031,0.0031,0.0006,0.0,1.0,0.0,4.4143,0.0,0.0,0.0,0.0,4.4143,4.4143,4.4094
142,0.0,0.0031,0.0031,0.0006,0.0,1.0,0.0,4.0451,0.0,0.0,0.0,0.0,4.0451,4.0451,4.0416
143,0.0,0.0023,0.0023,0.0004,0.0,1.0,0.0,3.3207,0.0,0.0,0.0,0.0,3.3207,3.3207,3.3232
144,0.0,0.0021,0.0021,0.0004,0.0,1.0,0.0,3.4665,0.0,0.0,0.0,0.0,3.4665,3.4665,3.4674
145,0.0,0.0022,0.0022,0.0004,0.0,1.0,0.0,3.48,0.0,0.0,0.0,0.0,3.48,3.48,3.4779
146,0.0,0.0033,0.0033,0.0006,0.0,1.0,0.0,4.0482,0.0,0.0,0.0,0.0,4.0482,4.0482,4.0441
147,0.0,0.0025,0.0025,0.0004,0.0,1.0,0.0,3.4328,0.0,0.0,0.0,0.0,3.4328,3.4328,3.4376
148,0.0,0.0026,0.0026,0.0005,0.0,1.0,0.0,3.3968,0.0,0.0,0.0,0.0,3.3968000000000003,3.3968000000000003,3.392
149,0.0,0.0023,0.0023,0.0004,0.0,1.0,0.0,3.1316,0.0,0.0,0.0,0.0,3.1316,3.1316,3.1313
150,0.0,0.0025,0.0025,0.0005,0.0,1.0,0.0,3.9374,0.0,0.0,0.0,0.0,3.9374,3.9374,3.9395
151,0.0,0.0024,0.0024,0.0004,0.0,1.0,0.0,3.421,0.0,0.0,0.0,0.0,3.4210000000000003,3.4210000000000003,3.4196
152,0.0,0.0026,0.0026,0.0005,0.0,1.0,0.0,3.5456,0.0,0.0,0.0,0.0,3.5456,3.5456,3.5467
153,0.0,0.0022,0.0022,0.0004,0.0,1.0,0.0,3.5732,0.0,0.0,0.0,0.0,3.5732,3.5732,3.5689
154,0.0,0.0036,0.0036,0.0007,0.0,1.0,0.0,3.9035,0.0,0.0,0.0,0.0,3.9034999999999997,3.9034999999999997,3.9017
155,0.0,0.0023,0.0023,0.0004,0.0,1.0,0.0,3.5557,0.0,0.0,0.0,0.0,3.5557000000000003,3.5557000000000003,3.5512
156,0.0,0.0025,0.0025,0.0005,0.0,1.0,0.0,3.6716,0.0,0.0,0.0,0.0,3.6715999999999998,3.6715999999999998,3.6673
157,0.0,0.0033,0.0033,0.0006,0.0,1.0,0.0,4.061,0.0,0.0,0.0,0.0,4.061,4.061,4.0647
158,0.0,0.0034,0.0034,0.0006,0.0,1.0,0.0,3.764,0.0,0.0,0.0,0.0,3.764,3.764,3.7622
159,0.0,0.0027,0.0027,0.0005,0.0,1.0,0.0,3.4338,0.0,0.0,0.0,0.0,3.4338,3.4338,3.43
160,0.0,0.0025,0.0025,0.0004,0.0,1.0,0.0,4.2334,0.0,0.0,0.0,0.0,4.2334,4.2334,4.2322
161,0.0,0.0024,0.0024,0.0004,0.0,1.0,0.0,3.9349,0.0,0.0,0.0,0.0,3.9349,3.9349,3.9375
162,0.0,0.0035,0.0035,0.0006,0.0,1.0,0.0,4.3688,0.0,0.0,0.0,0.0,4.3688,4.3688,4.3667
163,0.0,0.0023,0.0023,0.0004,0.0,1.0,0.0,3.809,0.0,0.0,0.0,0.0,3.809,3.809,3.8089
164,0.0,0.0021,0.0021,0.0004,0.0,1.0,0.0,3.5248,0.0,0.0,0.0,0.0,3.5248,3.5248,3.528
165,0.0,0.0024,0.0024,0.0004,0.0,1.0,0.0,3.6135,0.0,0.0,0.0,0.0,3.6134999999999997,3.6134999999999997,3.6114
166,0.0,0.0018,0.0018,0.0003,0.0,1.0,0.0,2.8701,0.0,0.0,0.0,0.0,2.8701,2.8701,2.8667
167,0.0,0.0033,0.0033,0.0006,0.0,1.0,0.0,4.4756,0.0,0.0,0.0,0.0,4.475599999999999,4.475599999999999,4.4716
168,0.0,0.0021,0.0021,0.0004,0.0,1.0,0.0,3.3339,0.0,0.0,0.0,0.0,3.3339000000000003,3.3339000000000003,3.3333
169,0.0,0.0025,0.0025,0.0005,0.0,1.0,0.0,4.2883,0.0,0.0,0.0,0.0,4.2883,4.2883,4.2931
170,0.0,0.0035,0.0035,0.0006,0.0,1.0,0.0,3.7488,0.0,0.0,0.0,0.0,3.7488,3.7488,3.7516
171,0.0,0.003,0.003,0.0005,0.0,1.0,0.0,3.7485,0.0,0.0,0.0,0.0,3.7485,3.7485,3.7506
172,0.0,0.0028,0.0028,0.0005,0.0,1.0,0.0,3.0428,0.0,0.0,0.0,0.0,3.0427999999999997,3.0427999999999997,3.0473
173,0.0,0.0025,0.0025,0.0004,0.0,1.0,0.0,3.9506,0.0,0.0,0.0,0.0,3.9506,3.9506,3.9483
174,0.0,0.0029,0.0029,0.0005,0.0,1.0,0.0,3.8294,0.0,0.0,0.0,0.0,3.8293999999999997,3.8293999999999997,3.8276
175,0.0,0.0032,0.0032,0.0006,0.0,1.0,0.0,4.1423,0.0,0.0,0.0,0.0,4.1423000000000005,4.1423000000000005,4.1406
176,0.0,0.0029,0.0029,0.0005,0.0,1.0,0.0,3.9597,0.0,0.0,0.0,0.0,3.9596999999999998,3.9596999999999998,3.9636
177,0.0,0.0028,0.0028,0.0005,0.0,1.0,0.0,4.2166,0.0,0.0,0.0,0.0,4.2166,4.2166,4.2183
178,0.0,0.0038,0.0038,0.0007,0.0,1.0,0.0,4.634,0.0,0.0,0.0,0.0,4.634,4.634,4.6323
179,0.0,0.0033,0.0033,0.0006,0.0,1.0,0.0,4.2017,0.0,0.0,0.0,0.0,4.2017,4.2017,4.2044
180,0.0,0.0029,0.0029,0.0005,0.0,1.0,0.0,3.5111,0.0,0.0,0.0,0.0,3.5111,3.5111,3.5082
181,0.0,0.0027,0.0027,0.0005,0.0,1.0,0.0,4.1998,0.0,0.0,0.0,0.0,4.1998,4.1998,4.2046
182,0.0,0.0023,0.0023,0.0004,0.0,1.0,0.0,3.8866,0.0,0.0,0.0,0.0,3.8865999999999996,3.8865999999999996,3.8817
183,0.0,0.0019,0.0019,0.0003,0.0,1.0,0.0,3.5124,0.0,0.0,0.0,0.0,3.5124,3.5124,3.512
184,0.0,0.0036,0.0036,0.0006,0.0,1.0,0.0,4.1996,0.0,0.0,0.0,0.0,4.1996,4.1996,4.198
185,0.0,0.0029,0.0029,0.0005,0.0,1.0,0.0,3.8259,0.0,0.0,0.0,0.0,3.8259000000000003,3.8259000000000003,3.8233
186,0.0,0.0024,0.0024,0.0004,0.0,1.0,0.0,3.5115,0.0,0.0,0.0,0.0,3.5115000000000003,3.5115000000000003,3.507
187,0.0,0.0028,0.0028,0.0005,0.0,1.0,0.0,3.3337,0.0,0.0,0.0,0.0,3.3337,3.3337,3.3332
188,0.0,0.0022,0.0022,0.0004,0.0,1.0,0.0,3.9857,0.0,0.0,0.0,0.0,3.9857000000000005,3.9857000000000005,3.9881
189,0.0,0.0026,0.0026,0.0005,0.0,1.0,0.0,3.2357,0.0,0.0,0.0,0.0,3.2356999999999996,3.2356999999999996,3.2399
190,0.0,0.002,0.002,0.0004,0.0,1.0,0.0,3.5077,0.0,0.0,0.0,0.0,3.5077,3.5077,3.5059
191,0.0,0.0024,0.0024,0.0004,0.0,1.0,0.0,3.6985,0.0,0.0,0.0,0.0,3.6985000000000006,3.6985000000000006,3.6935
192,0.0,0.003,0.003,0.0005,0.0,1.0,0.0,3.7072,0.0,0.0,0.0,0.0,3.7071999999999994,3.7071999999999994,3.7057
193,0.0,0.0023,0.0023,0.0004,0.0,1.0,0.0,3.7867,0.0,0.0,0.0,0.0,3.7867,3.7867,3.7865
194,0.0,0.0031,0.0031,0.0006,0.0,1.0,0.0,3.841,0.0,0.0,0.0,0.0,3.841,3.841,3.8407
